MOA,Component Type,Room Type,Building Type,Evaluator Name,Year of Service,External Wall Material,Street Number,Street Complement,Street Type,Street Name,Postal Code,Municipality,Heating Type,Apartment Type,Floor,Location Precision,Year of Construction,Number of Apartments,Number of Floors,Habitable Surface,Department Code,Asbestos Presence
2,25,58,0,15,0.6025137548099119,0,-1.7723634444529275,0,6,36,6.296114675235212,83,0,8,3.3550990603400246,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,48,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,65,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,50,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,24,20,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,50,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,20,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,14,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,12,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,11,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,50,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,71,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,65,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,65,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,65,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,12,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,71,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,13,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,78,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,24,67,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-0.11836263734560244,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,24,67,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-0.11836263734560244,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,71,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,48,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,5,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,12,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,12,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,5,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,48,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,12,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,50,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,20,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,48,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,78,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,71,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,16,5,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,11,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,50,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,3,71,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,24,61,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,2.1972784944448156,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,65,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,71,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,67,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,11,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,14,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,78,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,65,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,20,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
2,18,48,0,15,0.6025137548099119,0,-1.918788516188265,0,6,33,6.296114675235212,83,0,8,-1.2761832032408114,179,0.4901041523794408,-0.12942675384409408,3,-0.19183073810930806,2.274035501130966,1.0
